adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0000950170-23-010610	1786205	ARCELLX, INC.	2836	US	MD	GAITHERSBURG	20878	25 WEST WATKINS MILL ROAD	SUITE A	240-723-6641	US	MD	GAITHERSBURG	20878	25 WEST WATKINS MILL ROAD	SUITE A	US	DE	472855917			4-NON	0	1231	10-K	20221231	2022	FY	20230329	2023-03-29 16:14:00.0	0	1	aclx-20221231_htm.xml	1	
0000950170-23-010613	1641281	BOLT BIOTHERAPEUTICS, INC.	2834	US	CA	REDWOOD CITY	94063	900 CHESAPEAKE DRIVE		650-665-9295	US	CA	REDWOOD CITY	94063	900 CHESAPEAKE DRIVE		US	DE	472804636	BOLT THERAPEUTICS, INC.	20150504	4-NON	0	1231	10-K	20221231	2022	FY	20230329	2023-03-29 16:16:00.0	0	1	bolt-20221231_htm.xml	1	
0000950170-23-010614	1844392	MARPAI, INC.	8090	US	FL	TAMPA	33610	5701 EAST HILLSBOROUGH AVENUE, SUITE 141		646-303-3483	US	FL	TAMPA	33610	5701 EAST HILLSBOROUGH AVENUE, SUITE 141		US	DE	000000000			4-NON	0	1231	10-K	20221231	2022	FY	20230329	2023-03-29 16:18:00.0	0	1	mrai-20221231_htm.xml	1	
0000950170-23-010615	1880438	AN2 THERAPEUTICS, INC.	2834	US	CA	MENLO PARK	94027	1800 EL CAMINO REAL, SUITE D		(650) 331-9090	US	CA	MENLO PARK	94027	1800 EL CAMINO REAL, SUITE D		US	DE	820606654			4-NON	0	1231	8-K	20230331			20230329	2023-03-29 16:18:00.0	0	0	antx-20230329_htm.xml	1	
0000950170-23-010619	1844392	MARPAI, INC.	8090	US	FL	TAMPA	33610	5701 EAST HILLSBOROUGH AVENUE, SUITE 141		646-303-3483	US	FL	TAMPA	33610	5701 EAST HILLSBOROUGH AVENUE, SUITE 141		US	DE	000000000			4-NON	0		8-K	20230331			20230329	2023-03-29 16:19:00.0	0	0	mrai-20230329_htm.xml	1	
0000950170-23-010621	1327273	LYRA THERAPEUTICS, INC.	3841	US	MA	WATERTOWN	02472	480 ARSENAL WAY		617-373-4600	US	MA	WATERTOWN	02472	480 ARSENAL WAY		US	DE	000000000	480 BIOMEDICAL, INC.	20120927	4-NON	0	1231	8-K	20230331			20230329	2023-03-29 16:21:00.0	0	0	lyra-20230329_htm.xml	1	
0000950170-23-010622	880641	EAGLE FINANCIAL SERVICES INC	6022	US	VA	BERRYVILLE	22611	2 E MAIN ST		540-955-2510	US	VA	BERRYVILLE	22611	PO BOX 391		US	VA	541601306			4-NON	0	1231	10-K	20221231	2022	FY	20230329	2023-03-29 16:22:00.0	0	1	efsi-20221231_htm.xml	1	
0000950170-23-010627	1880438	AN2 THERAPEUTICS, INC.	2834	US	CA	MENLO PARK	94027	1800 EL CAMINO REAL, SUITE D		(650) 331-9090	US	CA	MENLO PARK	94027	1800 EL CAMINO REAL, SUITE D		US	DE	820606654			4-NON	0	1231	10-K	20221231	2022	FY	20230329	2023-03-29 16:24:00.0	0	1	antx-20221231_htm.xml	1	
0000950170-23-010632	1327273	LYRA THERAPEUTICS, INC.	3841	US	MA	WATERTOWN	02472	480 ARSENAL WAY		617-373-4600	US	MA	WATERTOWN	02472	480 ARSENAL WAY		US	DE	000000000	480 BIOMEDICAL, INC.	20120927	4-NON	0	1231	10-K	20221231	2022	FY	20230329	2023-03-29 16:33:00.0	0	1	lyra-20221231_htm.xml	1	
0000950170-23-010633	106535	WEYERHAEUSER CO	6798	US	WA	SEATTLE	98104	220 OCCIDENTAL AVENUE SOUTH		206-539-3000	US	WA	SEATTLE	98104	220 OCCIDENTAL AVENUE SOUTH		US	WA	910470860			1-LAF	0	1231	8-K	20230331			20230329	2023-03-29 16:37:00.0	0	0	wy-20230329_htm.xml	1	
0000950170-23-010635	1813914	CAREMAX, INC.	8050	US	FL	MIAMI	33126	1000 NW 57 COURT, SUITE 400		786-360-4768	US	FL	MIAMI	33126	1000 NW 57 COURT, SUITE 400		US	DE	850992224	DEERFIELD HEALTHCARE TECHNOLOGY ACQUISITIONS CORP.	20200602	4-NON	0	1231	10-Q/A	20210930	2021	Q3	20230329	2023-03-29 16:43:00.0	0	1	cmax-20210930_htm.xml	1	
0000950170-23-010638	1813914	CAREMAX, INC.	8050	US	FL	MIAMI	33126	1000 NW 57 COURT, SUITE 400		786-360-4768	US	FL	MIAMI	33126	1000 NW 57 COURT, SUITE 400		US	DE	850992224	DEERFIELD HEALTHCARE TECHNOLOGY ACQUISITIONS CORP.	20200602	2-ACC	0	1231	10-K/A	20211231	2021	FY	20230329	2023-03-29 16:48:00.0	0	1	cmax-20211231_htm.xml	1	
0000950170-23-010642	1813914	CAREMAX, INC.	8050	US	FL	MIAMI	33126	1000 NW 57 COURT, SUITE 400		786-360-4768	US	FL	MIAMI	33126	1000 NW 57 COURT, SUITE 400		US	DE	850992224	DEERFIELD HEALTHCARE TECHNOLOGY ACQUISITIONS CORP.	20200602	2-ACC	0	1231	10-Q/A	20220331	2022	Q1	20230329	2023-03-29 16:50:00.0	0	1	cmax-20220331_htm.xml	1	
0000950170-23-010644	1813914	CAREMAX, INC.	8050	US	FL	MIAMI	33126	1000 NW 57 COURT, SUITE 400		786-360-4768	US	FL	MIAMI	33126	1000 NW 57 COURT, SUITE 400		US	DE	850992224	DEERFIELD HEALTHCARE TECHNOLOGY ACQUISITIONS CORP.	20200602	2-ACC	0	1231	10-Q/A	20220630	2022	Q2	20230329	2023-03-29 16:52:00.0	0	1	cmax-20220630_htm.xml	1	
0000950170-23-010647	1813914	CAREMAX, INC.	8050	US	FL	MIAMI	33126	1000 NW 57 COURT, SUITE 400		786-360-4768	US	FL	MIAMI	33126	1000 NW 57 COURT, SUITE 400		US	DE	850992224	DEERFIELD HEALTHCARE TECHNOLOGY ACQUISITIONS CORP.	20200602	2-ACC	0	1231	10-Q/A	20220930	2022	Q3	20230329	2023-03-29 16:55:00.0	0	1	cmax-20220930_htm.xml	1	
0000950170-23-010648	1403708	EVOKE PHARMA INC	2834	US	CA	SOLANA BEACH	92075	420 STEVENS AVENUE	SUITE 370	858-345-1494	US	CA	SOLANA BEACH	92075	420 STEVENS AVENUE	SUITE 370	US	DE	208447886			4-NON	0		DEF 14A				20230329	2023-03-29 16:59:00.0	0	0	evok-20230329_htm.xml	1	
0000950170-23-010652	65270	METHODE ELECTRONICS INC	3678	US	IL	CHICAGO	60631	8750 WEST BRYN MAWR AVENUE	SUITE 1000	7088676777	US	IL	CHICAGO	60631	8750 WEST BRYN MAWR AVENUE	SUITE 1000	US	DE	362090085			1-LAF	0	0430	8-K	20230228			20230329	2023-03-29 17:03:00.0	0	0	mei-20230315_htm.xml	1	
0000950170-23-010656	1819253	BIOTE CORP.	2833	US	TX	IRVING	75038	1875 W. WALNUT HILL LN #100		972-486-9346	US	TX	IRVING	75038	1875 W. WALNUT HILL LN #100				851791125	HAYMAKER ACQUISITION CORP. III	20200727	4-NON	0	1231	10-Q/A	20220630	2022	Q2	20230329	2023-03-29 17:08:00.0	0	1	btmd-20220630_htm.xml	1	
0000950170-23-010657	1819253	BIOTE CORP.	2833	US	TX	IRVING	75038	1875 W. WALNUT HILL LN #100		972-486-9346	US	TX	IRVING	75038	1875 W. WALNUT HILL LN #100				851791125	HAYMAKER ACQUISITION CORP. III	20200727	4-NON	0	1231	10-Q/A	20220930	2022	Q3	20230329	2023-03-29 17:10:00.0	0	1	btmd-20220930_htm.xml	1	
0000950170-23-010660	1493761	TURTLE BEACH CORP	3669	US	NY	WHITE PLAINS	10601	44 SOUTH BROADWAY	4TH FLOOR	888-496-8001	US	NY	WHITE PLAINS	10601	44 SOUTH BROADWAY	4TH FLOOR	US	NV	272767540	PARAMETRIC SOUND CORP	20100609	2-ACC	0	1231	10-K	20221231	2022	FY	20230329	2023-03-29 17:16:00.0	0	1	hear-20221231_htm.xml	1	
0000950170-23-010664	1819253	BIOTE CORP.	2833	US	TX	IRVING	75038	1875 W. WALNUT HILL LN #100		972-486-9346	US	TX	IRVING	75038	1875 W. WALNUT HILL LN #100				851791125	HAYMAKER ACQUISITION CORP. III	20200727	4-NON	0	1231	10-K	20221231	2022	FY	20230329	2023-03-29 17:29:00.0	0	1	btmd-20221231_htm.xml	1	
0001012477-23-000009	1012477	AVADEL PHARMACEUTICALS PLC	2834	IE		DUBLIN	15	BLOCK 10-1 BLANCHARDSTOWN CORPORATE PARK	BALLYCOOLIN	636-449-1830	US	MO	CHESTERFIELD	63005	16640 CHESTERFIELD GROVE ROAD	SUITE 200			000000000	FLAMEL TECHNOLOGIES SA	19960422	4-NON	0	1231	10-K	20221231	2022	FY	20230329	2023-03-29 16:08:00.0	0	1	avdl-20221231_htm.xml	1	
0001017386-23-000127	1459188	FUEL DOCTOR HOLDINGS, INC.	5013	US	CA	VALLEJO	94590	410 LOUISIANA STREET		707-373-3031	US	CA	VALLEJO	94590	410 LOUISIANA STREET		US	DE	262274999	SILVERHILL MANAGEMENT SERVICES INC	20090320	4-NON	0	1231	8-K	20230331			20230329	2023-03-28 18:08:00.0	0	0	fdoc_2023mar23-8k_htm.xml	1	
0001017386-23-000130	723533	LONGWEN GROUP CORP.	8742	CN		HANGZHOU	310002	RM 219, NO. 25 CAIHE RD	SHANGCHENG DIST.	626-872-9451	CN		HANGZHOU	310002	RM 219, NO. 25 CAIHE RD	SHANGCHENG DIST.	US	NV	953506403	ALLIED VENTURES HOLDINGS CORP.	20150223	4-NON	0	1231	10-K	20221231	2022	FY	20230329	2023-03-29 09:04:00.0	0	1	lwlw_2022dec31-10k_htm.xml	1	
0001025835-23-000028	1025835	ENTERPRISE FINANCIAL SERVICES CORP	6022	US	MO	CLAYTON	63105	150 NORTH MERAMEC	150 NORTH MERAMEC	3147255500	US	MO	CLAYTON	63105	150 NORTH MERAMEC	150 NORTH MERAMEC	US	DE	431706259	ENTERBANK HOLDINGS INC	19961024	1-LAF	0		DEF 14A				20230329	2023-03-29 13:18:00.0	0	0	efsc-20230328_htm.xml	1	
0001062993-23-007899	1377757	GALIANO GOLD INC.	1400	CA	BC	VANCOUVER	V6E 3X2	680 - 1066 WEST HASTINGS STREET		604 683 8193	CA	BC	VANCOUVER	V6E 3X2	680 - 1066 WEST HASTINGS STREET		CA	BC	000000000	ASANKO GOLD INC.	20130311		0	1231	40-F	20221231	2022	FY	20230329	2023-03-28 17:40:00.0	0	1	form40f_htm.xml	1	
0001062993-23-007963	1946425	HAMMERHEAD ENERGY INC.	1382	CA	AB	CALGARY	T2P 1G1	EIGHTH AVENUE PLACE	EAST TOWER 525 8 AVE SW SUITE 2700	1 403-930-0560	CA	AB	CALGARY	T2P 1G1	EIGHTH AVENUE PLACE	EAST TOWER 525 8 AVE SW SUITE 2700	CA	AB	000000000				0	1231	20-F	20221231	2022	FY	20230329	2023-03-28 21:24:00.0	0	1	form20f_htm.xml	1	
0001062993-23-008012	1098880	INTELGENX TECHNOLOGIES CORP.	2834	CA	QC	SAINT LAURENT	H4S 1Y2	6420 ABRAMS		514-331-7440	CA	QC	SAINT LAURENT	H4S 1Y2	6420 ABRAMS		US	DE	870638336	BIG FLASH CORP	19991112	4-NON	0	1231	10-K	20221231	2022	FY	20230329	2023-03-29 16:02:00.0	0	1	form10k_htm.xml	1	
0001064728-23-000027	1064728	PEABODY ENERGY CORP	1221	US	MO	ST LOUIS	63101-1826	701 MARKET ST		3143423400	US	MO	ST LOUIS	63101-1826	701 MARKET ST		US	DE	134004153	P&L COAL HOLDINGS CORP	19980623	1-LAF	0	1231	8-K	20230331			20230329	2023-03-29 16:43:00.0	0	0	btu-20230329_htm.xml	1	
0001096906-23-000666	1911467	CIRCLE ENERGY, INC./NV	1311	US	CA	RANCHO MIRAGE	92270	14 STRAUSS TERRACE		760-831-4246	US	CA	RANCHO MIRAGE	92270	14 STRAUSS TERRACE		US	NV	874125972			4-NON	0	1231	10-K	20221231	2022	FY	20230329	2023-03-29 11:55:00.0	0	1	crcl-20221231_htm.xml	1	
0001104659-23-037820	1702123	CARDIOL THERAPEUTICS INC.	2836	CA	ON	OAKVILLE	L6H 0G5	602-2265 UPPER MIDDLE ROAD EAST		289-910-0850	CA	ON	OAKVILLE	L6H 0G5	602-2265 UPPER MIDDLE ROAD EAST		CA	ON	000000000			4-NON	0	1231	20-F	20221231	2022	FY	20230329	2023-03-28 17:57:00.0	0	1	crdl-20221231x20f_htm.xml	1	
0001104659-23-037837	1851182	FUTURE HEALTH ESG CORP.	6770	US	DE	DOVER	19901	8 THE GREEN	SUITE # 12081	833-388-8734	US	DE	DOVER	19901	8 THE GREEN	SUITE # 12081	US	DE	862305680			4-NON	0	1231	8-K	20230331			20230329	2023-03-28 19:20:00.0	0	0	tm2310800d1_8k_htm.xml	1	
0001104659-23-037858	1768910	GREENCITY ACQUISITION CORP	6770	CN		PUDONG DISTRICT	20000	SUITE 807 TOWER 2 CENTURY LINK PLAZA	NO. 1196 CENTURY AVENUE	02150630073	CN		PUDONG DISTRICT	20000	SUITE 807 TOWER 2 CENTURY LINK PLAZA	NO. 1196 CENTURY AVENUE	KY		000000000			4-NON	0	1231	8-K	20230331			20230329	2023-03-28 21:49:00.0	0	0	tm2310778d1_8k_htm.xml	1	
0001104659-23-037862	1843477	SPRING VALLEY ACQUISITION CORP. II	6770	US	TX	DALLAS	75201	2100 MCKINNEY AVE., SUITE 1675		214-308-5230	US	TX	DALLAS	75201	2100 MCKINNEY AVE., SUITE 1675		KY		000000000			4-NON	0	1231	10-K	20221231	2022	FY	20230329	2023-03-28 22:00:00.0	0	1	svii-20221231x10k_htm.xml	1	
0001104659-23-038007	1823144	COMPOSECURE, INC.	6199	US	NJ	SOMERSET	08873	309 PIERCE STREET		908-518-0500EXT.1390	US	NJ	SOMERSET	08873	309 PIERCE STREET		US	DE	852749902	ROMAN DBDR TECH ACQUISITION CORP.	20200901	4-NON	0	1231	8-K	20230331			20230329	2023-03-29 08:30:00.0	0	0	tm2310757d1_8k_htm.xml	1	
0001104659-23-038008	1662684	KULR TECHNOLOGY GROUP, INC.	3670	US	CA	SAN DIEGO	92111	4863 SHAWLINE STREET		408-663-5247	US	CA	SAN DIEGO	92111	4863 SHAWLINE STREET		US	DE	811004273	KT HIGH-TECH MARKETING INC.	20160420	4-NON	0	1231	8-K	20230331			20230329	2023-03-29 08:30:00.0	0	0	tm2310785d1_8k_htm.xml	1	
0001104659-23-038073	1408443	MILESTONE PHARMACEUTICALS INC.	2834	CA	QC	MONTREAL	H4M 2X6	1111 BOUL. DR.-FREDERIK-PHILIPS, STE 420		(514) 336-0444	CA	QC	MONTREAL	H4M 2X6	1111 BOUL. DR.-FREDERIK-PHILIPS, STE 420		CA	QC	000000000			4-NON	0	1231	8-K	20230331			20230329	2023-03-29 09:21:00.0	0	0	tm2310783d1_8k_htm.xml	1	
0001104659-23-038203	230557	SELECTIVE INSURANCE GROUP INC	6331	US	NJ	BRANCHVILLE	07890	40 WANTAGE AVENUE		9739483000	US	NJ	BRANCHVILLE	07890	40 WANTAGE AVE	40 WANTAGE AVE	US	NJ	222168890	SRI CORP	19860508	1-LAF	0		DEF 14A				20230329	2023-03-29 12:08:00.0	0	0	tm239168d1_def14a_htm.xml	1	
0001104659-23-038257	1094084	TELKONET INC	3822	US	WI	WAUKESHA	53186	20800 SWENSON DRIVE	SUITE 175	414-302-2299	US	WI	WAUKESHA	53186	20800 SWENSON DRIVE	SUITE 175	US	UT	870627421	COMSTOCK COAL CO INC	19990830	4-NON	0	1231	8-K	20230331			20230329	2023-03-29 14:37:00.0	0	0	tm2310812d1_8k_htm.xml	1	
0001104659-23-038295	1043961	PRECIPIO, INC.	3826	US	NE	OMAHA	68164	12325 EMMET ST		203 787 7888	US	CT	NEW HAVEN	06511	4 SCIENCE PARK		US	DE	911789357	TRANSGENOMIC INC	20000119	4-NON	0	1231	8-K	20230331			20230329	2023-03-29 16:01:00.0	0	0	tm2310887d1_8k_htm.xml	1	
0001104659-23-038299	872589	REGENERON PHARMACEUTICALS, INC.	2834	US	NY	TARRYTOWN	10591	777 OLD SAW MILL RIVER ROAD		9148477000	US	NY	TARRYTOWN	10591	777 OLD SAW MILL RIVER ROAD		US	NY	133444607	REGENERON PHARMACEUTICALS INC	19930328	1-LAF	0	1231	8-K	20230331			20230329	2023-03-29 16:02:00.0	0	0	tm2310647d1_8k_htm.xml	1	
0001104659-23-038301	1644378	RMR GROUP INC.	8742	US	MA	NEWTON	02458	TWO NEWTON PL., 255 WASH. ST., STE. 300		(617) 796-8320	US	MA	NEWTON	02458	TWO NEWTON PL., 255 WASH. ST., STE. 300		US	MD	474122583	RMR GROUP INC.	20150910	2-ACC	0	0930	8-K	20230331			20230329	2023-03-29 16:03:00.0	0	0	tm2310874d1_8k_htm.xml	1	
0001104659-23-038304	1012477	AVADEL PHARMACEUTICALS PLC	2834	IE		DUBLIN	15	BLOCK 10-1 BLANCHARDSTOWN CORPORATE PARK	BALLYCOOLIN	636-449-1830	US	MO	CHESTERFIELD	63005	16640 CHESTERFIELD GROVE ROAD	SUITE 200			000000000	FLAMEL TECHNOLOGIES SA	19960422	4-NON	0	1231	8-K	20230331			20230329	2023-03-29 16:05:00.0	1	0	tm2310752d1_8k_htm.xml	1	
0001104659-23-038306	1552493	CNH INDUSTRIAL CAPITAL LLC	6159	US	WI	RACINE	53406	5729 WASHINGTON AVENUE		262.636.6011	US	WI	RACINE	53406	5729 WASHINGTON AVENUE		US	DE	391937630	CNH CAPITAL LLC	20120619	4-NON	0	1231	8-K	20230331			20230329	2023-03-29 16:05:00.0	0	0	tm2310806d1_8k_htm.xml	1	
0001104659-23-038308	828146	INTERLINK ELECTRONICS INC	3577	US	CA	IRVINE	92618	1 JENNER, SUITE 200		805-583-7744	US	CA	IRVINE	92618	1 JENNER, SUITE 200		US	NV	770056625	INTERLINK ELECTRONICS	19940525	4-NON	0	1231	10-K	20221231	2022	FY	20230329	2023-03-29 16:06:00.0	0	1	link-20221231x10k_htm.xml	1	
0001104659-23-038309	1867066	JOURNEY MEDICAL CORP	2834	US	AZ	SCOTTSDALE	85258	9237 E VIA DE VENTURA BLVD., SUITE 105		480-434-6670	US	AZ	SCOTTSDALE	85258	9237 E VIA DE VENTURA BLVD., SUITE 105		US	DE	471879539			4-NON	0	1231	8-K	20230331			20230329	2023-03-29 16:06:00.0	0	0	tm236285d2_8k_htm.xml	1	
0001104659-23-038310	1817740	AUSTIN GOLD CORP.	1040	CA	BC	VANCOUVER	V6R 1S7	4520 WEST 5TH AVENUE		604-644-6579	CA	BC	VANCOUVER	V6R 1S7	4520 WEST 5TH AVENUE		CA	BC	000000000			4-NON	0	1231	20-F	20221231	2022	FY	20230329	2023-03-29 16:07:00.0	0	1	aust-20221231x20f_htm.xml	1	
0001104659-23-038320	1637736	ELECTRAMECCANICA VEHICLES CORP.	3711	CA	BC	BURNABY	V5J 5M8	8057 NORTH FRASER WAY		604-428-7656	CA	BC	BURNABY	V5J 5M8	8057 NORTH FRASER WAY		CA	BC	000000000			4-NON	0	1231	8-K	20230228			20230329	2023-03-29 16:16:00.0	0	0	tm2310819d1_8k_htm.xml	1	
0001104659-23-038321	1289419	MORNINGSTAR, INC.	6282	US	IL	CHICAGO	60602	22 WEST WASHINGTON STREET		(312) 696-6000	US	IL	CHICAGO	60602	22 WEST WASHINGTON STREET		US	IL	363297908			1-LAF	0	1231	8-K	20230331			20230329	2023-03-29 16:16:00.0	0	0	tm2310784d1_8k_htm.xml	1	
0001104659-23-038322	1855467	CHAVANT CAPITAL ACQUISITION CORP.	6770	US	NY	NEW YORK	10022	445 PARK AVENUE, 9TH FLOOR		212-745-1086	US	NY	NEW YORK	10022	445 PARK AVENUE, 9TH FLOOR		KY		981591717			4-NON	0	1231	8-K	20230331			20230329	2023-03-29 16:16:00.0	0	0	tm2310808d1_8k_htm.xml	1	
0001104659-23-038323	1043604	JUNIPER NETWORKS INC	3576	US	CA	SUNNYVALE	94089	1133 INNOVATION WAY		4087452000	US	CA	SUNNYVALE	94089	1133 INNOVATION WAY		US	DE	770422528			1-LAF	0		DEF 14A				20230329	2023-03-29 16:16:00.0	0	0	tm2228288d3_def14a_htm.xml	1	
0001104659-23-038324	1831270	BITE ACQUISITION CORP.	6770	US	NY	NEW YORK	10004	30 WEST STREET	NO. 28F	212-608-2923	US	NY	NEW YORK	10004	30 WEST STREET	NO. 28F	US	DE	853307316			4-NON	0	1231	8-K	20230331			20230329	2023-03-29 16:16:00.0	0	0	tm2232448d6_8k_htm.xml	1	
0001104659-23-038325	85535	ROYAL GOLD INC	6795	US	CO	DENVER	80202	1144 15TH STREET	SUITE 2500	303-573-1660	US	CO	DENVER	80202	1144 15TH STREET	SUITE 2500	US	DE	840835164	ROYAL GOLD INC /DE/	19920703	1-LAF	0		PRE 14A				20230329	2023-03-29 16:17:00.0	0	0	tm232027d3_pre14a_htm.xml	1	
0001104659-23-038332	727207	ACCELERATE DIAGNOSTICS, INC	3826	US	AZ	TUCSON	85714	3950 S. COUNTRY CLUB ROAD #470	BUILDING 3-307	303-863-8088	US	AZ	TUCSON	85714	3950 S. COUNTRY CLUB ROAD #470	BUILDING 3-307	US	DE	841072256	ACCELR8 TECHNOLOGY CORP	19920703	4-NON	0	1231	8-K	20230331			20230329	2023-03-29 16:21:00.0	0	0	tm239260d3_8k_htm.xml	1	
0001104659-23-038333	1860871	SEMPER PARATUS ACQUISITION CORP	6770	US	NY	NEW YORK	10017	767 THIRD AVENUE, 38TH FLOOR		646-807-8832	US	NY	NEW YORK	10017	767 THIRD AVENUE, 38TH FLOOR		KY		981597194			4-NON	0	1231	8-K	20230331			20230329	2023-03-29 16:22:00.0	0	0	tm2310892d1_8k_htm.xml	1	
0001104659-23-038338	1835856	AURORA ACQUISITION CORP.	6163	KY		GRAND CAYMAN	KY1-1104	P.O. BOX 309	UGLAND HOUSE	17134275051	US	TX	HOUSTON	77077	700 LOUISIANA ST. SUITE 3000	BAKER & MCKENZIE LLP	KY		000000000	AURORA CAPITAL HOLDING CORP.	20201209	4-NON	0	1231	8-K	20230331			20230329	2023-03-29 16:23:00.0	0	0	tm2310811d1_8k_htm.xml	1	
0001104659-23-038343	1091667	CHARTER COMMUNICATIONS, INC. /MO/	4841	US	CT	STAMFORD	06901	400 ATLANTIC STREET		203-905-7800	US	CT	STAMFORD	06901	400 ATLANTIC STREET				841496755	CHARTER COMMUNICATIONS INC /MO/	19990723	1-LAF	0	1231	8-K	20230331			20230329	2023-03-29 16:29:00.0	0	0	tm2310675d1_8k_htm.xml	3	1271834 1271833
0001104659-23-038344	1853084	BLUE SAFARI GROUP ACQUISITION CORP	7374	HK		CENTRAL	00000	CHEUNG KONG CENTER, 58 FLOOR, UNIT 5801	2 QUEENS ROAD CENTRAL	852-9258-9728	HK		CENTRAL	00000	CHEUNG KONG CENTER, 58 FLOOR, UNIT 5801	2 QUEENS ROAD CENTRAL	VG		000000000			4-NON	0	1231	8-K	20230331			20230329	2023-03-29 16:31:00.0	0	0	tm2310814d1_8k_htm.xml	1	
0001104659-23-038347	4281	HOWMET AEROSPACE INC.	3350	US	PA	PITTSBURGH	15212-5872	201 ISABELLA STREET	SUITE 200	(412) 553-1940	US	PA	PITTSBURGH	15212-5872	201 ISABELLA STREET		US	DE	250317820	ARCONIC INC.	20161101	1-LAF	0	1231	8-K	20230331			20230329	2023-03-29 16:31:00.0	0	0	tm2310840d1_8k_htm.xml	1	
0001104659-23-038383	1762229	YIELDSTREET PRISM FUND INC.		US	NY	NEW YORK	10017	300 PARK AVENUE, 15TH FLOOR		(844) 943-5378	US	NY	NEW YORK	10017	300 PARK AVENUE, 15TH FLOOR		US	MD	000000000	YIELDSTREET MULTI-ASSET FUND INC.	20181218		0		424B3				20230329	2023-03-29 17:00:00.0	0	0	tm2310889d1_424b3_htm.xml	1	
0001104659-23-038384	1622879	MEDICINE MAN TECHNOLOGIES, INC.	8742	US	CO	DENVER	80239	4880 HAVANA STREET	SUITE 201 SOUTH	303-371-0387	US	CO	DENVER	80239	4880 HAVANA STREET	SUITE 201 SOUTH	US	NV	465289499			4-NON	0	1231	8-K	20230331			20230329	2023-03-29 17:01:00.0	0	0	tm2310879d1_8k_htm.xml	1	
0001104659-23-038386	1682149	WISA TECHNOLOGIES, INC.	3674	US	OR	BEAVERTON	97006	15268 NW GREENBRIER PKWY		408-627-4716	US	OR	BEAVERTON	97006	15268 NW GREENBRIER PKWY		US	DE	301135279	SUMMIT WIRELESS TECHNOLOGIES, INC.	20180914	4-NON	0	1231	8-K	20230331			20230329	2023-03-29 17:01:00.0	0	0	tm2310821d1_8k_htm.xml	1	
0001104659-23-038393	1224608	CNO FINANCIAL GROUP, INC.	6321	US	IN	CARMEL	46032	11825 N PENNSYLVANIA ST		3178176100	US	IN	CARMEL	46032	11825 NORTH PENNSYLVANIA STREET		US	DE	753108137	CONSECO INC	20030326	1-LAF	0		DEF 14A				20230329	2023-03-29 17:03:00.0	0	0	tm2229087-3_def14a_htm.xml	1	
0001104659-23-038395	1173281	NEUBASE THERAPEUTICS, INC.	2834	US	PA	PITTSBURGH	15219	350 TECHNOLOGY DRIVE		412-763-3350	US	PA	PITTSBURGH	15219	350 TECHNOLOGY DRIVE		US	DE	465622433	OHR PHARMACEUTICAL INC	20090819	4-NON	0	0930	8-K	20230331			20230329	2023-03-29 17:04:00.0	0	0	tm2310937d1_8k_htm.xml	1	
0001104659-23-038398	764764	CATERPILLAR FINANCIAL SERVICES CORP	6159	US	TN	NASHVILLE	37203	2120 WEST END AVE		6153411000	US	TN	NASHVILLE	37203	2120 WEST END AVENUE		US	DE	371105865			4-NON	0	1231	8-K	20230331			20230329	2023-03-29 17:07:00.0	0	0	tm2310456d4_8k_htm.xml	1	
0001104659-23-038408	1886894	SNAIL, INC.	7372	US	CA	CULVER CITY	90230	12049 JEFFERSON BOULEVARD		1 (310) 928-7428	US	CA	CULVER CITY	90230	12049 JEFFERSON BOULEVARD		US	CA	271157839	SNAIL GAMES USA, INC.	20211006	4-NON	0	1231	10-K	20221231	2022	FY	20230329	2023-03-29 17:10:00.0	0	1	snal-20221231x10k_htm.xml	1	
0001104659-23-038409	1858912	GARDINER HEALTHCARE ACQUISITIONS CORP.	6770	US	OH	SHAKER HEIGHTS	44120	3107 WARRINGTON ROAD		216-633-6708	US	OH	SHAKER HEIGHTS	44120	3107 WARRINGTON ROAD		US	DE	862899992			4-NON	0	1231	8-K	20230331			20230329	2023-03-29 17:10:00.0	0	0	tm2310865d1_8k_htm.xml	1	
0001104659-23-038422	788816	OGLETHORPE POWER CORP	4911	US	GA	TUCKER	30085-1349	2100 EAST EXCHANGE PL	P O BOX 1349	4042707600							US	GA	581211925			4-NON	0	1231	S-4	20221231			20230329	2023-03-29 17:26:00.0	0	1	opc-20230315xs4_htm.xml	1	
0001122976-23-000014	1122976	AVIENT CORP	2821	US	OH	AVON LAKE	44012	33587 WALKER ROAD		440-930-1000	US	OH	AVON LAKE	44012	33587 WALKER ROAD				341730488	POLYONE CORP	20000830	1-LAF	0		DEF 14A				20230329	2023-03-29 08:54:00.0	0	0	avnt-20230324_htm.xml	1	
0001137547-23-000012	1137547	UNITED SECURITY BANCSHARES	6021	US	CA	FRESNO	93721	2126 INYO STREET		5592484930	US	CA	FRESNO	93721	2126 INYO STREET		US	CA	912112732			4-NON	0	1231	10-K	20221231	2022	FY	20230329	2023-03-29 16:57:00.0	0	1	ubfo-20221231_htm.xml	1	
